code,short_title,detailed_description,system_category,code_type,severity_level
P0383,Glow Plug Control Module Control Circuit Low,System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0384,Glow Plug Control Module Control Circuit High,System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0385,"Crankshaft Position Sensor ""B"" Circuit",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0386,"Crankshaft Position Sensor ""B"" Circuit Range/Performance",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0387,"Crankshaft Position Sensor ""B"" Circuit Low",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0388,"Crankshaft Position Sensor ""B"" Circuit High",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0389,"Crankshaft Position Sensor ""B"" Circuit Intermittent",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0390,"Camshaft Position Sensor ""B"" Circuit",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0391,"Camshaft Position Sensor ""B"" Circuit Range/Performance",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0392,"Camshaft Position Sensor ""B"" Circuit Low",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0393,"Camshaft Position Sensor ""B"" Circuit High",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0394,"Camshaft Position Sensor ""B"" Circuit Intermittent",System: Ignition System. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0400,Exhaust Gas Recirculation Flow Malfunction,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0401,Exhaust Gas Recirculation Flow Insufficient Detected,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0402,Exhaust Gas Recirculation Flow Excessive Detected,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0403,Exhaust Gas Recirculation Circuit Malfunction,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0404,Exhaust Gas Recirculation Circuit Range/Performance,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0405,Exhaust Gas Recirculation Sensor A Circuit Low,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0406,Exhaust Gas Recirculation Sensor A Circuit High,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0407,"Exhaust Gas Recirculation Sensor ""B"" Circuit Low",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0408,"Exhaust Gas Recirculation Sensor ""B"" Circuit High",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0409,"Exhaust Gas Recirculation Sensor ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P040A,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P040B,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P040C,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit Low",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P040D,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit High",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P040E,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P040F,"Exhaust Gas Recirculation Temperature Sensor ""A""/""B"" Correlation",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0410,Secondary Air Injection System Malfunction,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0411,Secondary Air Injection System Incorrect Flow Detected,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0412,"Secondary Air Injection System Switching Valve ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0413,"Secondary Air Injection System Switching Valve ""A"" Circuit Open",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0414,"Secondary Air Injection System Switching Valve ""A"" Circuit Shorted",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0415,"Secondary Air Injection System Switching Valve ""B"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0416,"Secondary Air Injection System Switching Valve ""B"" Circuit Open",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0417,"Secondary Air Injection System Switching Valve ""B"" Circuit Shorted",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0418,"Secondary Air Injection System Control ""A"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0419,"Secondary Air Injection System Control ""B"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P041A,"Exhaust Gas Recirculation Temperature Sensor ""B"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P041B,"Exhaust Gas Recirculation Temperature Sensor ""B"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P041C,"Exhaust Gas Recirculation Temperature Sensor ""B"" Circuit Low",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P041D,"Exhaust Gas Recirculation Temperature Sensor ""B"" Circuit High",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P041E,"Exhaust Gas Recirculation Temperature Sensor ""B"" Circuit",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P041F,"Secondary Air Injection System Switching Valve ""A"" Circuit Low",System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0420,Catalyst System Efficiency Below Threshold (Bank 1),System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1),System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0422,Main Catalyst Efficiency Below Threshold,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0423,Heated Catalyst Efficiency Below Threshold,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0424,Heated Catalyst Temperature Below Threshold,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0425,Catalyst Temperature Sensor Circuit,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0426,Catalyst Temperature Sensor Circuit Range/Performance,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0427,Catalyst Temperature Sensor Circuit Low,System: Auxiliary Emission Controls. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
